0          References for Cross Section of 36SO        36S/O 
1904.610746  3.50E-18  3.50E-18
1904.823619  3.52E-18  3.52E-18
1905.016343  3.57E-18  3.57E-18
1905.209872  3.60E-18  3.60E-18
1905.38132  3.61E-18  3.61E-18
1905.479015  3.60E-18  3.60E-18
1905.566614  3.57E-18  3.57E-18
1905.69258  3.54E-18  3.54E-18
1905.792009  3.49E-18  3.49E-18
1905.939296  3.45E-18  3.45E-18
1906.064748  3.42E-18  3.42E-18
1906.196575  3.38E-18  3.38E-18
1906.305316  3.39E-18  3.39E-18
1906.346098  4.23E-18  4.23E-18
1906.354036  4.06E-18  4.06E-18
1906.364256  3.44E-18  3.44E-18
1906.383049  3.82E-18  3.82E-18
1906.4081  3.82E-18  3.82E-18
1906.420297  4.35E-18  4.35E-18
1906.435004  3.77E-18  3.77E-18
1906.446659  4.03E-18  4.03E-18
1906.474535  4.06E-18  4.06E-18
1906.493297  3.81E-18  3.81E-18
1906.502099  4.61E-18  4.61E-18
1906.513756  3.70E-18  3.70E-18
1906.555269  4.23E-18  4.23E-18
1906.56995  3.94E-18  3.94E-18
1906.585466  3.65E-18  3.65E-18
1906.616397  3.44E-18  3.44E-18
1906.65241  5.23E-18  5.23E-18
1906.658344  6.96E-18  6.96E-18
1906.662903  7.19E-18  7.19E-18
1906.667578  5.46E-18  5.46E-18
1906.674353  3.45E-18  3.45E-18
1906.685608  4.72E-18  4.72E-18
1906.698109  4.24E-18  4.24E-18
1906.714829  3.87E-18  3.87E-18
1906.727665  5.42E-18  5.42E-18
1906.743415  3.59E-18  3.59E-18
1906.755588  4.99E-18  4.99E-18
1906.764789  3.56E-18  3.56E-18
1906.774462  6.56E-18  6.56E-18
1906.783136  4.45E-18  4.45E-18
1906.798616  4.11E-18  4.11E-18
1906.811431  5.78E-18  5.78E-18
1906.818749  6.65E-18  6.65E-18
1906.829585  3.64E-18  3.64E-18
1906.855661  3.85E-18  3.85E-18
1906.874912  4.24E-18  4.24E-18
1906.890425  4.22E-18  4.22E-18
1906.899481  4.82E-18  4.82E-18
1906.907008  9.35E-18  9.35E-18
1906.917012  3.37E-18  3.37E-18
1906.957064  4.73E-18  4.73E-18
1906.966453  8.03E-18  8.03E-18
1906.974515  5.47E-18  5.47E-18
1906.99696  3.88E-18  3.88E-18
1907.026891  3.69E-18  3.69E-18
1907.053097  5.58E-18  5.58E-18
1907.064976  4.65E-18  4.65E-18
1907.078767  7.33E-18  7.33E-18
1907.090006  5.73E-18  5.73E-18
1907.118904  4.71E-18  4.71E-18
1907.13165  5.64E-18  5.64E-18
1907.154359  3.63E-18  3.63E-18
1907.16777  6.32E-18  6.32E-18
1907.175616  4.10E-18  4.10E-18
1907.186356  4.27E-18  4.27E-18
1907.202735  3.58E-18  3.58E-18
1907.211547  1.04E-17  1.04E-17
1907.217981  1.10E-17  1.10E-17
1907.222722  4.62E-18  4.62E-18
1907.226997  6.00E-18  6.00E-18
1907.23347  1.00E-17  1.00E-17
1907.24091  3.79E-18  3.79E-18
1907.251632  3.62E-18  3.62E-18
1907.262473  6.09E-18  6.09E-18
1907.27085  5.88E-18  5.88E-18
1907.286071  4.34E-18  4.34E-18
1907.298564  7.51E-18  7.51E-18
1907.310022  3.90E-18  3.90E-18
1907.321327  6.53E-18  6.53E-18
1907.337805  3.83E-18  3.83E-18
1907.35963  7.81E-18  7.81E-18
1907.367595  1.07E-17  1.07E-17
1907.376071  6.87E-18  6.87E-18
1907.388258  5.91E-18  5.91E-18
1907.399531  5.34E-18  5.34E-18
1907.409369  6.24E-18  6.24E-18
1907.418401  5.56E-18  5.56E-18
1907.428412  6.06E-18  6.06E-18
1907.451183  4.35E-18  4.35E-18
1907.473935  6.34E-18  6.34E-18
1907.486981  5.33E-18  5.33E-18
1907.502168  4.20E-18  4.20E-18
1907.516259  6.18E-18  6.18E-18
1907.527311  7.43E-18  7.43E-18
1907.539251  6.38E-18  6.38E-18
1907.57782  7.21E-18  7.21E-18
1907.590764  8.91E-18  8.91E-18
1907.600303  4.51E-18  4.51E-18
1907.609822  8.13E-18  8.13E-18
1907.621902  3.85E-18  3.85E-18
1907.634431  7.45E-18  7.45E-18
1907.656672  4.23E-18  4.23E-18
1907.698253  3.34E-18  3.34E-18
1907.709165  1.00E-17  1.00E-17
1907.714616  1.60E-17  1.60E-17
1907.719239  1.71E-17  1.71E-17
1907.724454  1.00E-17  1.00E-17
1907.742949  4.18E-18  4.18E-18
1907.781097  5.32E-18  5.32E-18
1907.804621  5.12E-18  5.12E-18
1907.822047  4.27E-18  4.27E-18
1907.845985  3.68E-18  3.68E-18
1907.859949  7.38E-18  7.38E-18
1907.866147  1.81E-17  1.81E-17
1907.871294  1.04E-17  1.04E-17
1907.876747  7.70E-18  7.70E-18
1907.882966  5.05E-18  5.05E-18
1907.892652  3.59E-18  3.59E-18
1907.903852  7.05E-18  7.05E-18
1907.91722  5.72E-18  5.72E-18
1907.929557  5.97E-18  5.97E-18
1907.935628  1.44E-17  1.44E-17
1907.94026  1.55E-17  1.55E-17
1907.944797  1.17E-17  1.17E-17
1907.95125  5.13E-18  5.13E-18
1907.963497  4.30E-18  4.30E-18
1907.975054  5.94E-18  5.94E-18
1907.9962  5.75E-18  5.75E-18
1908.014802  4.18E-18  4.18E-18
1908.023523  1.11E-17  1.11E-17
1908.028675  1.69E-17  1.69E-17
1908.033277  1.35E-17  1.35E-17
1908.038845  1.33E-17  1.33E-17
1908.052755  3.57E-18  3.57E-18
1908.072182  5.04E-18  5.04E-18
1908.087443  5.52E-18  5.52E-18
1908.099894  9.00E-18  9.00E-18
1908.108724  4.53E-18  4.53E-18
1908.11639  1.05E-17  1.05E-17
1908.124746  7.07E-18  7.07E-18
1908.135448  6.34E-18  6.34E-18
1908.158013  5.31E-18  5.31E-18
1908.172582  6.97E-18  6.97E-18
1908.183768  3.86E-18  3.86E-18
1908.191383  9.41E-18  9.41E-18
1908.200843  5.49E-18  5.49E-18
1908.211397  8.20E-18  8.20E-18
1908.220121  6.66E-18  6.66E-18
1908.228919  1.15E-17  1.15E-17
1908.247297  4.84E-18  4.84E-18
1908.275646  4.85E-18  4.85E-18
1908.294604  1.04E-17  1.04E-17
1908.305042  8.06E-18  8.06E-18
1908.316089  6.97E-18  6.97E-18
1908.331158  4.16E-18  4.16E-18
1908.352181  5.65E-18  5.65E-18
1908.365004  6.50E-18  6.50E-18
1908.376233  5.39E-18  5.39E-18
1908.400686  6.25E-18  6.25E-18
1908.411821  1.03E-17  1.03E-17
1908.418965  1.19E-17  1.19E-17
1908.425227  1.77E-17  1.77E-17
1908.432618  1.29E-17  1.29E-17
1908.45408  3.48E-18  3.48E-18
1908.478354  4.01E-18  4.01E-18
1908.4944  5.90E-18  5.90E-18
1908.510916  5.04E-18  5.04E-18
1908.529448  5.95E-18  5.95E-18
1908.565859  7.28E-18  7.28E-18
1908.575959  1.51E-17  1.51E-17
1908.593454  3.98E-18  3.98E-18
1908.614924  3.45E-18  3.45E-18
1908.629582  1.17E-17  1.17E-17
1908.638769  4.55E-18  4.55E-18
1908.646175  1.20E-17  1.20E-17
1908.653471  1.20E-17  1.20E-17
1908.659752  7.99E-18  7.99E-18
1908.672018  5.75E-18  5.75E-18
1908.728422  4.14E-18  4.14E-18
1908.737328  1.76E-17  1.76E-17
1908.747166  5.35E-18  5.35E-18
1908.756021  9.62E-18  9.62E-18
1908.766123  4.29E-18  4.29E-18
1908.77887  5.00E-18  5.00E-18
1908.791868  5.22E-18  5.22E-18
1908.800928  7.36E-18  7.36E-18
1908.809212  3.69E-18  3.69E-18
1908.817655  6.67E-18  6.67E-18
1908.827348  1.14E-17  1.14E-17
1908.848429  3.74E-18  3.74E-18
1908.861509  1.13E-17  1.13E-17
1908.869472  1.07E-17  1.07E-17
1908.881383  3.39E-18  3.39E-18
1908.889776  7.67E-18  7.67E-18
1908.894692  1.31E-17  1.31E-17
1908.899218  1.68E-17  1.68E-17
1908.904483  9.84E-18  9.84E-18
1908.910664  3.85E-18  3.85E-18
1908.918349  1.82E-17  1.82E-17
1908.92574  1.70E-17  1.70E-17
1908.934852  5.13E-18  5.13E-18
1908.94384  7.75E-18  7.75E-18
1908.949908  1.48E-17  1.48E-17
1908.955496  8.92E-18  8.92E-18
1908.962908  4.73E-18  4.73E-18
1908.993661  8.57E-18  8.57E-18
1909.005818  1.01E-17  1.01E-17
1909.013528  8.67E-18  8.67E-18
1909.021299  1.71E-17  1.71E-17
1909.0326  3.60E-18  3.60E-18
1909.051759  4.57E-18  4.57E-18
1909.065347  8.23E-18  8.23E-18
1909.077563  3.29E-18  3.29E-18
1909.096845  7.28E-18  7.28E-18
1909.109836  1.02E-17  1.02E-17
1909.118693  1.43E-17  1.43E-17
1909.125632  1.19E-17  1.19E-17
1909.134342  1.14E-17  1.14E-17
1909.145541  6.84E-18  6.84E-18
1909.158912  6.20E-18  6.20E-18
1909.18714  4.74E-18  4.74E-18
1909.202371  9.01E-18  9.01E-18
1909.209395  1.49E-17  1.49E-17
1909.216724  1.04E-17  1.04E-17
1909.22551  7.99E-18  7.99E-18
1909.238286  6.79E-18  6.79E-18
1909.253329  4.56E-18  4.56E-18
1909.266272  9.84E-18  9.84E-18
1909.274019  1.20E-17  1.20E-17
1909.282387  6.99E-18  6.99E-18
1909.323804  2.88E-18  2.88E-18
1909.334735  1.88E-17  1.88E-17
1909.342373  1.72E-17  1.72E-17
1909.349019  1.26E-17  1.26E-17
1909.359287  8.93E-18  8.93E-18
1909.372992  5.28E-18  5.28E-18
1909.390389  4.19E-18  4.19E-18
1909.400318  1.10E-17  1.10E-17
1909.408222  1.16E-17  1.16E-17
1909.428227  4.61E-18  4.61E-18
1909.451305  4.55E-18  4.55E-18
1909.471944  6.69E-18  6.69E-18
1909.486797  1.86E-17  1.86E-17
1909.497398  6.65E-18  6.65E-18
1909.513747  4.59E-18  4.59E-18
1909.54367  3.68E-18  3.68E-18
1909.557527  3.44E-18  3.44E-18
1909.564114  2.12E-17  2.12E-17
1909.569697  2.30E-17  2.30E-17
1909.575508  1.16E-17  1.16E-17
1909.590829  6.64E-18  6.64E-18
1909.606487  4.50E-18  4.50E-18
1909.632607  2.97E-18  2.97E-18
1909.654003  2.13E-17  2.13E-17
1909.671214  3.50E-18  3.50E-18
1909.693096  1.03E-17  1.03E-17
1909.703519  4.20E-18  4.20E-18
1909.718734  6.95E-18  6.95E-18
1909.733848  5.85E-18  5.85E-18
1909.741276  1.85E-17  1.85E-17
1909.749039  6.92E-18  6.92E-18
1909.799272  3.06E-18  3.06E-18
1909.828772  1.37E-17  1.37E-17
1909.834942  1.97E-17  1.97E-17
1909.840813  2.31E-17  2.31E-17
1909.847931  5.06E-18  5.06E-18
1909.858769  7.32E-18  7.32E-18
1909.872766  6.20E-18  6.20E-18
1909.891569  4.17E-18  4.17E-18
1909.903329  5.58E-18  5.58E-18
1909.925872  3.18E-18  3.18E-18
1909.937224  1.90E-17  1.90E-17
1909.943652  1.19E-17  1.19E-17
1909.949693  4.05E-18  4.05E-18
1909.958417  4.12E-18  4.12E-18
1909.966868  9.84E-18  9.84E-18
1909.973522  3.34E-18  3.34E-18
1909.982447  7.51E-18  7.51E-18
1909.995256  3.29E-18  3.29E-18
1910.002595  1.82E-17  1.82E-17
1910.00995  7.99E-18  7.99E-18
1910.022465  2.85E-18  2.85E-18
1910.031479  1.56E-17  1.56E-17
1910.036551  2.37E-17  2.37E-17
1910.040975  1.68E-17  1.68E-17
1910.045306  2.05E-17  2.05E-17
1910.05099  8.55E-18  8.55E-18
1910.058725  1.06E-17  1.06E-17
1910.072991  6.25E-18  6.25E-18
1910.091472  1.00E-17  1.00E-17
1910.097657  1.29E-17  1.29E-17
1910.103353  1.77E-17  1.77E-17
1910.110888  3.35E-18  3.35E-18
1910.131738  8.87E-18  8.87E-18
1910.141736  1.58E-17  1.58E-17
1910.150263  1.25E-17  1.25E-17
1910.161539  7.43E-18  7.43E-18
1910.177985  3.46E-18  3.46E-18
1910.18771  1.28E-17  1.28E-17
1910.195086  1.16E-17  1.16E-17
1910.211677  3.18E-18  3.18E-18
1910.238623  7.99E-18  7.99E-18
1910.248149  1.27E-17  1.27E-17
1910.254887  2.49E-17  2.49E-17
1910.259188  9.10E-18  9.10E-18
1910.262959  1.08E-17  1.08E-17
1910.267781  2.98E-17  2.98E-17
1910.27438  6.37E-18  6.37E-18
1910.287988  6.27E-18  6.27E-18
1910.322962  5.66E-18  5.66E-18
1910.339327  5.67E-18  5.67E-18
1910.347292  1.55E-17  1.55E-17
1910.356058  6.25E-18  6.25E-18
1910.371125  6.29E-18  6.29E-18
1910.383476  1.50E-17  1.50E-17
1910.39074  1.67E-17  1.67E-17
1910.397899  6.37E-18  6.37E-18
1910.405886  8.51E-18  8.51E-18
1910.418  7.97E-18  7.97E-18
1910.436475  6.21E-18  6.21E-18
1910.474794  1.52E-17  1.52E-17
1910.482041  1.41E-17  1.41E-17
1910.487726  3.42E-17  3.42E-17
1910.494596  5.90E-18  5.90E-18
1910.505094  7.51E-18  7.51E-18
1910.530393  5.40E-18  5.40E-18
1910.546297  6.72E-18  6.72E-18
1910.556646  1.14E-17  1.14E-17
1910.566182  4.94E-18  4.94E-18
1910.585478  5.92E-18  5.92E-18
1910.620901  7.50E-18  7.50E-18
1910.627037  3.08E-17  3.08E-17
1910.632569  3.71E-17  3.71E-17
1910.638137  6.80E-18  6.80E-18
1910.648013  3.43E-18  3.43E-18
1910.666296  2.73E-18  2.73E-18
1910.683477  5.18E-18  5.18E-18
1910.699489  9.02E-18  9.02E-18
1910.71116  1.31E-17  1.31E-17
1910.729893  2.93E-18  2.93E-18
1910.738419  1.53E-17  1.53E-17
1910.744095  2.22E-17  2.22E-17
1910.749845  9.83E-18  9.83E-18
1910.759594  6.52E-18  6.52E-18
1910.776741  4.07E-18  4.07E-18
1910.7871  1.03E-17  1.03E-17
1910.794773  3.12E-17  3.12E-17
1910.817327  3.24E-18  3.24E-18
1910.880527  8.75E-18  8.75E-18
1910.888316  1.77E-17  1.77E-17
1910.892839  1.34E-17  1.34E-17
1910.897387  3.43E-17  3.43E-17
1910.903638  8.57E-18  8.57E-18
1910.929487  3.67E-18  3.67E-18
1910.95966  3.28E-18  3.28E-18
1910.975239  2.67E-17  2.67E-17
1910.988834  4.75E-18  4.75E-18
1911.013629  1.03E-17  1.03E-17
1911.023046  5.87E-18  5.87E-18
1911.03216  9.64E-18  9.64E-18
1911.040034  1.04E-17  1.04E-17
1911.049207  1.01E-17  1.01E-17
1911.058518  3.68E-18  3.68E-18
1911.071519  3.53E-18  3.53E-18
1911.081471  1.92E-17  1.92E-17
1911.09979  3.34E-18  3.34E-18
1911.130096  3.99E-18  3.99E-18
1911.15827  3.20E-18  3.20E-18
1911.172155  1.85E-17  1.85E-17
1911.178323  2.46E-17  2.46E-17
1911.184103  3.00E-17  3.00E-17
1911.191392  3.96E-18  3.96E-18
1911.233859  6.43E-18  6.43E-18
1911.267446  4.89E-18  4.89E-18
1911.287298  1.05E-17  1.05E-17
1911.296495  9.98E-18  9.98E-18
1911.301405  1.76E-17  1.76E-17
1911.306338  2.15E-17  2.15E-17
1911.310874  9.29E-18  9.29E-18
1911.315839  4.08E-18  4.08E-18
1911.323824  5.24E-18  5.24E-18
1911.333493  1.31E-17  1.31E-17
1911.343254  7.44E-18  7.44E-18
1911.355862  3.92E-18  3.92E-18
1911.365289  1.01E-17  1.01E-17
1911.37278  1.57E-17  1.57E-17
1911.37974  8.45E-18  8.45E-18
1911.388545  1.67E-17  1.67E-17
1911.395305  9.74E-18  9.74E-18
1911.401091  2.81E-17  2.81E-17
1911.407594  8.49E-18  8.49E-18
1911.414797  2.62E-18  2.62E-18
1911.424046  9.18E-18  9.18E-18
1911.429955  2.26E-17  2.26E-17
1911.435405  1.48E-17  1.48E-17
1911.441346  3.45E-18  3.45E-18
1911.452963  7.41E-18  7.41E-18
1911.465944  7.63E-18  7.63E-18
1911.478668  3.56E-18  3.56E-18
1911.489127  1.25E-17  1.25E-17
1911.496841  3.76E-18  3.76E-18
1911.505871  1.55E-17  1.55E-17
1911.515168  4.87E-18  4.87E-18
1911.525259  1.93E-17  1.93E-17
1911.538453  5.03E-18  5.03E-18
1911.561062  5.70E-18  5.70E-18
1911.585592  3.38E-18  3.38E-18
1911.593336  1.31E-17  1.31E-17
1911.599573  2.55E-17  2.55E-17
1911.605388  6.88E-18  6.88E-18
1911.611067  1.45E-17  1.45E-17
1911.618146  1.90E-17  1.90E-17
1911.62616  1.69E-17  1.69E-17
1911.636741  1.07E-17  1.07E-17
1911.647349  9.88E-18  9.88E-18
1911.655957  1.59E-17  1.59E-17
1911.668367  4.30E-18  4.30E-18
1911.690628  3.95E-18  3.95E-18
1911.714606  9.46E-18  9.46E-18
1911.729532  8.88E-18  8.88E-18
1911.740414  8.32E-18  8.32E-18
1911.751885  3.67E-18  3.67E-18
1911.766543  1.22E-17  1.22E-17
1911.77437  2.10E-17  2.10E-17
1911.781842  1.05E-17  1.05E-17
1911.795898  5.14E-18  5.14E-18
1911.808114  1.36E-17  1.36E-17
1911.824316  2.96E-18  2.96E-18
1911.837741  1.94E-17  1.94E-17
1911.846322  7.82E-18  7.82E-18
1911.857095  9.65E-18  9.65E-18
1911.868813  5.33E-18  5.33E-18
1911.881361  1.13E-17  1.13E-17
1911.899145  8.11E-18  8.11E-18
1911.910968  7.22E-18  7.22E-18
1911.921105  1.20E-17  1.20E-17
1911.928921  3.72E-18  3.72E-18
1911.939851  1.02E-17  1.02E-17
1911.966044  5.90E-18  5.90E-18
1911.979311  1.24E-17  1.24E-17
1911.986206  2.79E-17  2.79E-17
1911.993523  1.81E-17  1.81E-17
1912.014396  4.37E-18  4.37E-18
1912.032957  1.21E-17  1.21E-17
1912.040367  1.57E-17  1.57E-17
1912.051811  2.72E-18  2.72E-18
1912.078574  8.62E-18  8.62E-18
1912.096731  4.42E-18  4.42E-18
1912.125581  5.17E-18  5.17E-18
1912.141523  6.15E-18  6.15E-18
1912.148381  3.89E-17  3.89E-17
1912.153997  3.78E-17  3.78E-17
1912.159924  1.94E-17  1.94E-17
1912.169524  8.58E-18  8.58E-18
1912.184446  4.46E-18  4.46E-18
1912.197673  4.18E-18  4.18E-18
1912.208172  3.29E-18  3.29E-18
1912.216241  3.96E-18  3.96E-18
1912.238419  5.51E-18  5.51E-18
1912.254226  1.48E-17  1.48E-17
1912.26868  3.80E-18  3.80E-18
1912.292148  6.16E-18  6.16E-18
1912.314217  6.89E-18  6.89E-18
1912.323886  1.46E-17  1.46E-17
1912.329724  9.43E-18  9.43E-18
1912.33484  4.33E-17  4.33E-17
1912.340341  2.84E-17  2.84E-17
1912.346638  4.72E-18  4.72E-18
1912.367763  5.40E-18  5.40E-18
1912.389295  2.90E-18  2.90E-18
1912.420374  4.37E-18  4.37E-18
1912.440246  2.18E-17  2.18E-17
1912.452702  7.29E-18  7.29E-18
1912.473264  7.33E-18  7.33E-18
1912.494472  4.38E-18  4.38E-18
1912.503099  7.94E-18  7.94E-18
1912.512135  7.80E-18  7.80E-18
1912.520485  4.55E-18  4.55E-18
1912.528045  1.47E-17  1.47E-17
1912.533667  2.84E-17  2.84E-17
1912.540307  2.51E-17  2.51E-17
1912.575662  3.11E-18  3.11E-18
1912.607792  4.16E-18  4.16E-18
1912.629633  8.61E-18  8.61E-18
1912.646237  9.74E-18  9.74E-18
1912.658477  1.53E-17  1.53E-17
1912.673068  3.39E-18  3.39E-18
1912.683901  4.22E-18  4.22E-18
1912.692495  3.25E-18  3.25E-18
1912.702937  1.00E-17  1.00E-17
1912.727785  4.49E-18  4.49E-18
1912.747317  2.42E-17  2.42E-17
1912.755308  2.24E-17  2.24E-17
1912.767032  6.09E-18  6.09E-18
1912.777276  1.48E-17  1.48E-17
1912.783111  1.33E-17  1.33E-17
1912.788844  1.13E-17  1.13E-17
1912.802462  2.95E-18  2.95E-18
1912.872141  3.03E-18  3.03E-18
1912.88136  1.99E-17  1.99E-17
1912.889326  1.71E-17  1.71E-17
1912.912985  3.65E-18  3.65E-18
1912.927012  1.19E-17  1.19E-17
1912.934312  4.02E-18  4.02E-18
1912.939585  7.37E-18  7.37E-18
1912.945108  2.92E-17  2.92E-17
1912.951222  1.55E-17  1.55E-17
1912.959767  2.94E-18  2.94E-18
1912.973259  3.85E-18  3.85E-18
1912.979229  1.05E-17  1.05E-17
1912.984072  3.49E-17  3.49E-17
1912.987967  3.37E-17  3.37E-17
1912.991716  1.82E-17  1.82E-17
1912.996025  2.48E-17  2.48E-17
1913.003078  6.54E-18  6.54E-18
1913.014532  4.34E-18  4.34E-18
1913.020525  1.59E-17  1.59E-17
1913.026093  1.89E-17  1.89E-17
1913.03185  7.86E-18  7.86E-18
1913.041554  9.34E-18  9.34E-18
1913.05559  2.85E-18  2.85E-18
