0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
1.74E+15	1.37E+13	7.72E+13	3.67E+11	2.23E+18	2.24E+18
