0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
1.95E+15	1.54E+13	8.64E+13	4.10E+11	2.24E+18	2.25E+18
