0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
2.51E+14	1.98E+12	1.11E+13	5.29E+10	2.29E+18	2.29E+18
