0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
2.42E+14	1.91E+12	1.07E+13	5.09E+10	2.29E+18	2.30E+18
