0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
1.55E+15	1.22E+13	6.88E+13	3.27E+11	2.32E+18	2.32E+18
