0          References for Cross Section of 32S32S        
           Sarka et al., 2023 (4 isotopes but 10 isotopes needed=>No isotope)   
0 Branching ratio for 32S32S       Total        1 branch
Lambda  Total   32S/32S
2245.100239  3.60E-20  3.60E-20
2245.107698  1.89E-20  1.89E-20
2245.116642  4.59E-20  4.59E-20
2245.132105  9.98E-21  9.98E-21
2245.165018  4.64E-20  4.64E-20
2245.17524  7.50E-20  7.50E-20
2245.185504  2.83E-20  2.83E-20
2245.198069  3.28E-20  3.28E-20
2245.21135  3.44E-20  3.44E-20
2245.22681  3.55E-20  3.55E-20
2245.243461  4.15E-20  4.15E-20
2245.304851  9.91E-21  9.91E-21
2245.359372  8.31E-21  8.31E-21
2245.402187  8.57E-21  8.57E-21
2245.423856  3.40E-20  3.40E-20
2245.438726  7.84E-21  7.84E-21
2245.450085  4.50E-20  4.50E-20
2245.458505  5.71E-20  5.71E-20
2245.465706  3.55E-20  3.55E-20
2245.478725  3.46E-20  3.46E-20
2245.492169  5.65E-20  5.65E-20
2245.509308  1.74E-20  1.74E-20
2245.52474  7.29E-20  7.29E-20
2245.531657  4.37E-20  4.37E-20
2245.537167  3.94E-20  3.94E-20
2245.54357  2.93E-20  2.93E-20
2245.549467  1.12E-20  1.12E-20
2245.555987  5.00E-20  5.00E-20
2245.564959  3.41E-20  3.41E-20
2245.574154  1.88E-20  1.88E-20
2245.582791  2.99E-20  2.99E-20
2245.591575  3.01E-20  3.01E-20
2245.602325  1.18E-20  1.18E-20
2245.618484  3.09E-20  3.09E-20
2245.628232  4.32E-20  4.32E-20
2245.639924  1.42E-20  1.42E-20
2245.651258  1.16E-20  1.16E-20
2245.660872  1.84E-20  1.84E-20
2245.671222  1.09E-20  1.09E-20
2245.683048  2.10E-20  2.10E-20
2245.692286  1.08E-19  1.08E-19
2245.699266  3.92E-20  3.92E-20
2245.704714  2.09E-20  2.09E-20
2245.71232  7.99E-20  7.99E-20
2245.72208  1.67E-20  1.67E-20
2245.757203  3.02E-20  3.02E-20
2245.76948  4.02E-20  4.02E-20
2245.790464  9.28E-21  9.28E-21
2245.831237  2.49E-20  2.49E-20
2245.849109  5.26E-20  5.26E-20
2245.858394  9.54E-20  9.54E-20
2245.871947  1.37E-20  1.37E-20
2245.892567  4.01E-20  4.01E-20
2245.902498  3.30E-20  3.30E-20
2245.918024  1.88E-20  1.88E-20
2245.946168  5.54E-20  5.54E-20
2245.952871  9.84E-20  9.84E-20
2245.957689  1.48E-19  1.48E-19
2245.961979  1.22E-19  1.22E-19
2245.965854  1.06E-19  1.06E-19
2245.96981  7.71E-20  7.71E-20
2245.974667  4.20E-20  4.20E-20
2245.983032  2.38E-20  2.38E-20
2246.012775  1.27E-20  1.27E-20
2246.028168  2.53E-20  2.53E-20
2246.040945  9.86E-21  9.86E-21
2246.060597  1.25E-20  1.25E-20
2246.071347  7.96E-20  7.96E-20
2246.07977  7.89E-20  7.89E-20
2246.088271  1.98E-20  1.98E-20
2246.124131  1.14E-20  1.14E-20
2246.157304  2.06E-20  2.06E-20
2246.187632  1.50E-20  1.50E-20
2246.20494  8.00E-20  8.00E-20
2246.21211  1.58E-19  1.58E-19
2246.218058  9.03E-20  9.03E-20
2246.224015  4.52E-20  4.52E-20
2246.231419  2.34E-20  2.34E-20
2246.239074  8.68E-20  8.68E-20
2246.247008  2.38E-20  2.38E-20
2246.255112  1.27E-20  1.27E-20
2246.274513  8.42E-21  8.42E-21
2246.304694  3.10E-20  3.10E-20
2246.321096  1.60E-20  1.60E-20
2246.352781  5.79E-20  5.79E-20
2246.364903  5.01E-20  5.01E-20
2246.378279  2.49E-20  2.49E-20
2246.407575  1.60E-20  1.60E-20
2246.439739  1.94E-20  1.94E-20
2246.482893  1.06E-20  1.06E-20
2246.501875  4.65E-20  4.65E-20
2246.512592  1.82E-20  1.82E-20
2246.518051  9.31E-20  9.31E-20
2246.522801  2.11E-19  2.11E-19
2246.526927  1.57E-19  1.57E-19
2246.530886  1.06E-19  1.06E-19
2246.534996  1.01E-19  1.01E-19
2246.540977  3.50E-20  3.50E-20
2246.562136  2.40E-20  2.40E-20
2246.583598  2.12E-20  2.12E-20
2246.596267  1.31E-20  1.31E-20
2246.616724  1.13E-20  1.13E-20
2246.634401  1.61E-20  1.61E-20
2246.653702  9.08E-21  9.08E-21
2246.692055  3.91E-20  3.91E-20
2246.702499  1.14E-19  1.14E-19
2246.712196  1.87E-20  1.87E-20
2246.735797  2.23E-20  2.23E-20
2246.777036  1.31E-20  1.31E-20
2246.797458  2.41E-20  2.41E-20
2246.807353  9.11E-20  9.11E-20
2246.815498  2.26E-20  2.26E-20
2246.824675  5.25E-20  5.25E-20
2246.846858  1.03E-20  1.03E-20
2246.874274  8.41E-21  8.41E-21
2246.887606  5.86E-20  5.86E-20
2246.89661  1.05E-19  1.05E-19
2246.905876  2.85E-20  2.85E-20
2246.914527  5.63E-20  5.63E-20
2246.921423  5.62E-20  5.62E-20
2246.929024  2.98E-20  2.98E-20
2246.943245  1.72E-20  1.72E-20
2246.98677  1.90E-20  1.90E-20
2247.034498  1.52E-20  1.52E-20
2247.067116  1.42E-20  1.42E-20
2247.091978  1.95E-20  1.95E-20
2247.098924  1.23E-19  1.23E-19
2247.105579  1.05E-19  1.05E-19
2247.111275  2.19E-20  2.19E-20
2247.123745  3.76E-20  3.76E-20
2247.145484  3.03E-20  3.03E-20
2247.176418  2.58E-20  2.58E-20
2247.188138  3.51E-20  3.51E-20
2247.199396  1.27E-20  1.27E-20
2247.218821  8.58E-21  8.58E-21
2247.25038  2.10E-20  2.10E-20
2247.27272  9.81E-21  9.81E-21
2247.287653  1.56E-20  1.56E-20
2247.30212  2.97E-20  2.97E-20
2247.316265  3.71E-20  3.71E-20
2247.327565  9.89E-20  9.89E-20
2247.33791  1.74E-20  1.74E-20
2247.349958  4.12E-20  4.12E-20
2247.387554  1.12E-20  1.12E-20
2247.41852  3.13E-20  3.13E-20
2247.434561  1.04E-20  1.04E-20
2247.452228  6.07E-20  6.07E-20
2247.463087  1.53E-20  1.53E-20
2247.472167  5.54E-20  5.54E-20
2247.490236  1.15E-20  1.15E-20
2247.516132  2.03E-20  2.03E-20
2247.526405  2.05E-20  2.05E-20
2247.544872  8.94E-21  8.94E-21
2247.557742  7.87E-20  7.87E-20
2247.566934  9.45E-20  9.45E-20
2247.580112  1.43E-20  1.43E-20
2247.616445  1.47E-20  1.47E-20
2247.664036  1.64E-20  1.64E-20
2247.700079  1.13E-20  1.13E-20
2247.714821  6.79E-20  6.79E-20
2247.724152  3.40E-20  3.40E-20
2247.736312  9.63E-21  9.63E-21
2247.75557  2.21E-20  2.21E-20
2247.772901  2.97E-20  2.97E-20
2247.797999  3.84E-20  3.84E-20
2247.807537  3.75E-20  3.75E-20
2247.814006  1.32E-19  1.32E-19
2247.82098  1.50E-19  1.50E-19
2247.83208  2.13E-20  2.13E-20
2247.870365  8.83E-21  8.83E-21
2247.888243  1.19E-20  1.19E-20
2247.912722  1.48E-20  1.48E-20
2247.923312  2.14E-20  2.14E-20
2247.933687  2.71E-20  2.71E-20
2247.998999  1.50E-20  1.50E-20
2248.027257  1.41E-20  1.41E-20
2248.041844  2.26E-20  2.26E-20
2248.06896  3.30E-20  3.30E-20
2248.087293  8.84E-20  8.84E-20
2248.102881  1.02E-20  1.02E-20
2248.117863  3.25E-20  3.25E-20
2248.13162  1.12E-20  1.12E-20
2248.143387  5.84E-20  5.84E-20
2248.152936  4.79E-20  4.79E-20
2248.168832  1.45E-20  1.45E-20
2248.181346  6.20E-20  6.20E-20
2248.188755  5.20E-20  5.20E-20
2248.195256  7.11E-20  7.11E-20
2248.203354  2.12E-20  2.12E-20
2248.235512  9.14E-21  9.14E-21
2248.307  1.18E-20  1.18E-20
2248.343101  1.33E-20  1.33E-20
2248.35972  6.29E-20  6.29E-20
2248.368958  1.07E-19  1.07E-19
2248.379374  2.15E-20  2.15E-20
2248.433803  9.66E-21  9.66E-21
2248.449348  1.49E-20  1.49E-20
2248.472877  1.60E-20  1.60E-20
2248.501573  1.70E-20  1.70E-20
2248.516373  1.28E-20  1.28E-20
2248.530314  4.81E-20  4.81E-20
2248.543698  1.13E-20  1.13E-20
2248.557537  5.38E-20  5.38E-20
2248.566821  5.22E-20  5.22E-20
2248.573089  3.01E-20  3.01E-20
2248.579616  4.24E-20  4.24E-20
2248.589858  2.49E-20  2.49E-20
2248.610805  2.07E-20  2.07E-20
2248.633986  2.26E-20  2.26E-20
2248.655345  4.93E-20  4.93E-20
2248.667086  9.84E-20  9.84E-20
2248.676627  2.48E-20  2.48E-20
2248.688994  2.17E-20  2.17E-20
2248.70657  1.43E-20  1.43E-20
2248.748295  1.00E-20  1.00E-20
2248.818573  8.78E-21  8.78E-21
2248.866808  9.07E-21  9.07E-21
2248.896565  9.06E-21  9.06E-21
2248.92241  5.45E-20  5.45E-20
2248.933296  1.31E-20  1.31E-20
2248.945055  3.30E-20  3.30E-20
2248.959957  2.87E-20  2.87E-20
2248.974844  8.68E-20  8.68E-20
2248.988475  3.40E-20  3.40E-20
2249.00893  1.62E-20  1.62E-20
2249.031161  2.17E-20  2.17E-20
2249.050339  2.69E-20  2.69E-20
2249.086865  2.67E-20  2.67E-20
2249.099911  2.13E-20  2.13E-20
2249.108212  1.60E-20  1.60E-20
2249.116691  6.34E-20  6.34E-20
2249.123768  2.40E-20  2.40E-20
2249.13289  1.40E-20  1.40E-20
2249.151248  1.43E-20  1.43E-20
2249.197621  1.93E-20  1.93E-20
2249.217231  9.17E-21  9.17E-21
2249.252127  9.51E-21  9.51E-21
2249.284788  1.29E-20  1.29E-20
2249.299584  8.82E-20  8.82E-20
2249.308553  8.43E-20  8.43E-20
2249.319456  1.35E-20  1.35E-20
2249.330655  5.26E-20  5.26E-20
2249.34656  1.70E-20  1.70E-20
2249.372114  1.99E-20  1.99E-20
2249.426767  9.94E-21  9.94E-21
2249.494131  2.27E-20  2.27E-20
2249.537169  9.16E-21  9.16E-21
2249.551563  1.04E-20  1.04E-20
2249.55653  2.75E-20  2.75E-20
2249.561108  6.20E-20  6.20E-20
2249.566223  6.67E-20  6.67E-20
2249.571733  2.62E-20  2.62E-20
2249.605577  9.17E-21  9.17E-21
2249.640488  8.78E-20  8.78E-20
2249.649713  8.73E-20  8.73E-20
2249.662366  2.58E-20  2.58E-20
2249.686656  1.45E-20  1.45E-20
2249.713199  1.02E-20  1.02E-20
2249.729001  2.44E-20  2.44E-20
2249.739284  1.94E-20  1.94E-20
2249.745916  4.26E-20  4.26E-20
2249.752977  7.38E-20  7.38E-20
2249.761759  1.13E-20  1.13E-20
2249.77378  2.14E-20  2.14E-20
2249.787887  3.68E-20  3.68E-20
2249.886328  1.32E-20  1.32E-20
2249.91437  9.15E-21  9.15E-21
2249.943484  9.62E-21  9.62E-21
2249.980249  9.55E-21  9.55E-21
2249.995973  7.59E-20  7.59E-20
2250.003308  9.87E-20  9.87E-20
2250.010326  8.21E-20  8.21E-20
2250.036656  2.15E-20  2.15E-20
2250.089612  1.32E-20  1.32E-20
2250.127961  1.46E-20  1.46E-20
2250.152528  1.52E-20  1.52E-20
2250.181052  4.13E-20  4.13E-20
2250.190867  5.65E-20  5.65E-20
2250.204018  1.15E-20  1.15E-20
2250.218238  4.42E-20  4.42E-20
2250.233402  1.23E-20  1.23E-20
2250.251134  1.72E-20  1.72E-20
2250.258965  2.48E-20  2.48E-20
2250.265855  2.91E-20  2.91E-20
2250.281276  1.84E-20  1.84E-20
2250.355933  1.63E-20  1.63E-20
2250.366994  3.09E-20  3.09E-20
2250.375076  8.47E-20  8.47E-20
2250.383872  7.91E-20  7.91E-20
2250.393582  1.33E-20  1.33E-20
2250.414478  9.61E-21  9.61E-21
2250.434206  1.52E-20  1.52E-20
2250.453255  1.07E-20  1.07E-20
2250.500299  2.83E-20  2.83E-20
2250.516933  1.50E-20  1.50E-20
2250.560556  2.04E-20  2.04E-20
2250.62527  1.25E-20  1.25E-20
2250.643598  4.02E-20  4.02E-20
2250.657857  1.02E-20  1.02E-20
2250.67244  4.49E-20  4.49E-20
2250.684871  1.52E-20  1.52E-20
2250.714691  1.33E-20  1.33E-20
2250.733105  3.44E-20  3.44E-20
2250.75113  2.94E-20  2.94E-20
2250.768285  7.04E-20  7.04E-20
2250.797827  1.37E-20  1.37E-20
2250.824434  2.59E-20  2.59E-20
2250.835947  9.76E-21  9.76E-21
2250.846429  2.42E-20  2.42E-20
2250.866603  1.13E-20  1.13E-20
2250.911345  1.15E-20  1.15E-20
2250.975877  1.00E-20  1.00E-20
2250.985606  1.78E-20  1.78E-20
2250.995732  1.48E-20  1.48E-20
2251.016729  2.30E-20  2.30E-20
2251.035724  1.20E-20  1.20E-20
2251.075323  1.91E-20  1.91E-20
2251.100406  2.59E-20  2.59E-20
2251.111988  3.99E-20  3.99E-20
2251.120409  1.58E-20  1.58E-20
2251.129088  1.33E-20  1.33E-20
2251.138229  3.17E-20  3.17E-20
2251.148214  3.80E-20  3.80E-20
2251.158965  3.99E-20  3.99E-20
2251.172121  6.36E-20  6.36E-20
2251.244943  1.41E-20  1.41E-20
2251.31785  1.54E-20  1.54E-20
2251.347381  1.42E-20  1.42E-20
2251.369777  9.49E-21  9.49E-21
2251.382378  9.61E-21  9.61E-21
2251.391134  1.81E-20  1.81E-20
2251.40034  2.61E-20  2.61E-20
2251.443087  1.37E-20  1.37E-20
2251.494977  1.16E-20  1.16E-20
2251.530685  9.87E-21  9.87E-21
2251.548597  3.09E-20  3.09E-20
2251.564285  1.26E-20  1.26E-20
2251.579805  6.52E-20  6.52E-20
2251.58708  8.31E-20  8.31E-20
2251.593966  1.02E-19  1.02E-19
2251.603118  1.57E-20  1.57E-20
2251.617461  3.19E-20  3.19E-20
2251.628093  4.78E-20  4.78E-20
2251.646635  1.54E-20  1.54E-20
2251.706191  1.40E-20  1.40E-20
2251.717836  1.12E-20  1.12E-20
2251.729921  9.58E-21  9.58E-21
2251.791545  1.29E-20  1.29E-20
2251.813631  1.11E-20  1.11E-20
2251.834046  9.81E-21  9.81E-21
2251.847494  1.36E-20  1.36E-20
2251.877091  1.64E-20  1.64E-20
2251.930533  1.31E-20  1.31E-20
2251.972967  1.47E-20  1.47E-20
2252.000243  1.78E-20  1.78E-20
2252.019718  5.60E-20  5.60E-20
2252.046273  2.89E-20  2.89E-20
2252.084545  4.46E-20  4.46E-20
2252.094547  3.49E-20  3.49E-20
2252.10297  3.55E-20  3.55E-20
2252.113386  1.26E-20  1.26E-20
2252.121652  2.70E-20  2.70E-20
2252.129637  3.68E-20  3.68E-20
2252.140565  1.07E-20  1.07E-20
2252.168563  1.85E-20  1.85E-20
2252.197263  1.21E-20  1.21E-20
2252.271941  1.08E-20  1.08E-20
2252.289744  1.69E-20  1.69E-20
2252.299629  1.92E-20  1.92E-20
2252.36528  1.13E-20  1.13E-20
2252.407158  1.17E-20  1.17E-20
2252.455478  2.25E-20  2.25E-20
2252.464342  7.63E-20  7.63E-20
2252.471311  3.69E-20  3.69E-20
2252.477791  6.25E-20  6.25E-20
2252.485079  1.94E-20  1.94E-20
2252.495882  2.06E-20  2.06E-20
2252.523768  1.10E-20  1.10E-20
2252.564733  1.11E-20  1.11E-20
2252.582387  1.23E-20  1.23E-20
2252.589324  2.83E-20  2.83E-20
2252.596001  4.38E-20  4.38E-20
2252.603583  4.80E-20  4.80E-20
2252.626912  1.96E-20  1.96E-20
2252.654307  1.64E-20  1.64E-20
2252.679733  1.48E-20  1.48E-20
2252.698645  2.53E-20  2.53E-20
2252.708825  1.96E-20  1.96E-20
2252.720047  2.26E-20  2.26E-20
2252.729713  2.98E-20  2.98E-20
2252.73732  3.93E-20  3.93E-20
2252.744326  6.52E-20  6.52E-20
2252.757702  1.48E-20  1.48E-20
2252.784764  5.09E-20  5.09E-20
2252.801383  2.00E-20  2.00E-20
2252.839517  1.83E-20  1.83E-20
2252.848819  9.80E-20  9.80E-20
2252.858119  1.42E-20  1.42E-20
2252.886338  9.74E-21  9.74E-21
2252.896385  1.74E-20  1.74E-20
2252.905548  1.11E-20  1.11E-20
2252.913483  1.92E-20  1.92E-20
2252.922286  1.48E-19  1.48E-19
2252.930112  5.78E-20  5.78E-20
2252.938778  3.93E-20  3.93E-20
2252.964515  1.28E-20  1.28E-20
2252.995405  1.40E-20  1.40E-20
2253.009779  1.26E-19  1.26E-19
2253.018756  3.56E-20  3.56E-20
2253.030252  1.02E-20  1.02E-20
2253.069284  1.00E-20  1.00E-20
2253.102825  2.26E-20  2.26E-20
2253.109901  1.09E-19  1.09E-19
2253.116539  1.42E-19  1.42E-19
2253.123582  2.68E-20  2.68E-20
2253.135355  3.02E-20  3.02E-20
2253.153435  1.29E-20  1.29E-20
2253.180928  2.16E-20  2.16E-20
2253.214771  1.53E-20  1.53E-20
2253.226859  7.22E-20  7.22E-20
2253.234964  1.47E-19  1.47E-19
2253.240983  3.28E-20  3.28E-20
2253.246492  4.24E-20  4.24E-20
2253.252816  2.87E-20  2.87E-20
2253.259773  1.53E-20  1.53E-20
2253.270403  1.02E-20  1.02E-20
2253.309537  2.01E-20  2.01E-20
2253.325922  1.66E-20  1.66E-20
2253.344394  1.07E-20  1.07E-20
2253.358509  5.30E-20  5.30E-20
2253.369331  1.17E-19  1.17E-19
2253.383907  1.42E-20  1.42E-20
2253.400308  3.82E-20  3.82E-20
2253.414777  3.86E-20  3.86E-20
2253.453627  1.09E-20  1.09E-20
2253.506274  7.37E-20  7.37E-20
2253.520035  8.49E-20  8.49E-20
2253.591924  1.11E-20  1.11E-20
2253.613641  1.38E-20  1.38E-20
2253.651392  1.11E-20  1.11E-20
2253.667008  3.30E-20  3.30E-20
2253.671736  1.51E-19  1.51E-19
2253.676308  2.54E-19  2.54E-19
2253.681  1.17E-19  1.17E-19
2253.686286  1.69E-20  1.69E-20
2253.703356  1.78E-20  1.78E-20
2253.730479  1.48E-20  1.48E-20
2253.749304  1.53E-20  1.53E-20
2253.776041  1.08E-20  1.08E-20
2253.814364  1.10E-20  1.10E-20
2253.828834  1.30E-20  1.30E-20
2253.837517  2.30E-20  2.30E-20
2253.843339  5.49E-20  5.49E-20
2253.848797  1.35E-19  1.35E-19
2253.854412  2.14E-19  2.14E-19
2253.863348  4.57E-20  4.57E-20
2253.897293  3.49E-20  3.49E-20
2253.909039  3.72E-20  3.72E-20
2253.917367  5.89E-20  5.89E-20
2253.927157  1.79E-20  1.79E-20
2253.99429  1.10E-20  1.10E-20
2254.023041  1.02E-20  1.02E-20
2254.037634  4.86E-20  4.86E-20
2254.048535  1.59E-19  1.59E-19
2254.056633  1.92E-20  1.92E-20
2254.066751  1.68E-20  1.68E-20
2254.07952  1.07E-20  1.07E-20
2254.110295  1.04E-20  1.04E-20
2254.168675  1.08E-20  1.08E-20
2254.238613  2.68E-20  2.68E-20
2254.24985  1.49E-19  1.49E-19
2254.262978  4.67E-20  4.67E-20
2254.287941  1.95E-20  1.95E-20
2254.350361  1.20E-20  1.20E-20
2254.368885  1.25E-20  1.25E-20
2254.380687  1.72E-20  1.72E-20
2254.391242  2.06E-20  2.06E-20
2254.405808  3.55E-20  3.55E-20
2254.421603  2.85E-20  2.85E-20
2254.447612  1.81E-20  1.81E-20
2254.464156  1.88E-20  1.88E-20
2254.471952  1.72E-19  1.72E-19
2254.479109  1.54E-19  1.54E-19
2254.485873  1.97E-20  1.97E-20
2254.495443  1.65E-20  1.65E-20
2254.509681  1.35E-20  1.35E-20
2254.523865  1.87E-20  1.87E-20
2254.544885  1.19E-20  1.19E-20
2254.561462  1.72E-20  1.72E-20
2254.57149  1.13E-20  1.13E-20
2254.595753  1.12E-20  1.12E-20
2254.611484  1.70E-20  1.70E-20
2254.689322  4.60E-20  4.60E-20
2254.715235  1.50E-19  1.50E-19
2254.742731  1.36E-20  1.36E-20
2254.764412  1.35E-20  1.35E-20
2254.79211  1.66E-20  1.66E-20
2254.821377  1.40E-20  1.40E-20
2254.843124  1.33E-20  1.33E-20
2254.860553  2.06E-20  2.06E-20
2254.871908  1.23E-20  1.23E-20
2254.89203  1.01E-20  1.01E-20
2254.923807  2.44E-20  2.44E-20
2254.936187  3.04E-20  3.04E-20
2254.948336  3.63E-20  3.63E-20
2254.959105  1.39E-19  1.39E-19
2254.970975  9.53E-20  9.53E-20
2255.048793  1.50E-20  1.50E-20
2255.076058  1.74E-20  1.74E-20
2255.09269  1.25E-20  1.25E-20
2255.105146  1.70E-20  1.70E-20
2255.142089  1.20E-20  1.20E-20
2255.160158  2.86E-20  2.86E-20
2255.169294  2.14E-20  2.14E-20
2255.200786  1.76E-20  1.76E-20
2255.230186  1.70E-19  1.70E-19
2255.255767  1.94E-20  1.94E-20
2255.28232  1.29E-20  1.29E-20
2255.291445  1.85E-20  1.85E-20
2255.298845  1.04E-20  1.04E-20
2255.306674  1.29E-20  1.29E-20
2255.316063  2.05E-20  2.05E-20
2255.335404  1.17E-20  1.17E-20
2255.397279  2.84E-20  2.84E-20
2255.411492  1.27E-20  1.27E-20
2255.445219  2.02E-20  2.02E-20
2255.459898  1.71E-20  1.71E-20
2255.472235  3.92E-20  3.92E-20
2255.485698  2.50E-20  2.50E-20
2255.502641  6.39E-20  6.39E-20
2255.516364  1.29E-19  1.29E-19
2255.540883  1.13E-20  1.13E-20
2255.618969  1.05E-20  1.05E-20
2255.661118  1.11E-20  1.11E-20
2255.669182  1.84E-20  1.84E-20
2255.677425  3.45E-20  3.45E-20
2255.684916  2.61E-20  2.61E-20
2255.695645  2.24E-20  2.24E-20
2255.705259  1.06E-20  1.06E-20
2255.71326  2.75E-20  2.75E-20
2255.720275  8.30E-20  8.30E-20
2255.72683  3.33E-20  3.33E-20
2255.732544  1.90E-20  1.90E-20
2255.741888  1.73E-20  1.73E-20
2255.753721  2.00E-20  2.00E-20
2255.767017  6.04E-20  6.04E-20
2255.789629  1.43E-20  1.43E-20
2255.803659  1.56E-19  1.56E-19
2255.810971  1.84E-19  1.84E-19
2255.816651  9.69E-20  9.69E-20
2255.824693  8.53E-20  8.53E-20
2255.83674  1.15E-20  1.15E-20
2255.849335  2.23E-20  2.23E-20
2255.859565  1.41E-20  1.41E-20
2255.877403  1.34E-20  1.34E-20
2255.89477  9.44E-20  9.44E-20
2255.924668  1.60E-20  1.60E-20
2255.970605  1.81E-20  1.81E-20
2255.980594  1.08E-19  1.08E-19
2255.992677  4.00E-20  4.00E-20
2256.008067  2.17E-20  2.17E-20
2256.022245  4.00E-20  4.00E-20
2256.03085  2.97E-20  2.97E-20
2256.03776  3.12E-20  3.12E-20
2256.0448  4.25E-20  4.25E-20
2256.055015  2.53E-20  2.53E-20
2256.07179  1.75E-20  1.75E-20
2256.081205  1.17E-19  1.17E-19
2256.087952  1.14E-19  1.14E-19
2256.095791  4.37E-20  4.37E-20
2256.106891  2.05E-20  2.05E-20
2256.116605  1.64E-19  1.64E-19
2256.125924  1.02E-19  1.02E-19
2256.139487  1.08E-20  1.08E-20
2256.170566  1.20E-20  1.20E-20
2256.192386  4.71E-20  4.71E-20
2256.203242  1.23E-19  1.23E-19
2256.218029  2.34E-20  2.34E-20
2256.267297  1.11E-20  1.11E-20
2256.330787  1.06E-19  1.06E-19
2256.34068  1.05E-19  1.05E-19
2256.354846  1.35E-20  1.35E-20
2256.386702  1.61E-20  1.61E-20
2256.430133  2.19E-20  2.19E-20
2256.441286  1.40E-19  1.40E-19
2256.451569  1.06E-19  1.06E-19
2256.463484  2.13E-20  2.13E-20
2256.473832  1.12E-19  1.12E-19
2256.480948  1.00E-19  1.00E-19
2256.487786  1.24E-19  1.24E-19
2256.496167  2.02E-20  2.02E-20
2256.535604  1.21E-20  1.21E-20
2256.556048  1.59E-20  1.59E-20
2256.566144  1.13E-20  1.13E-20
2256.584859  2.04E-20  2.04E-20
2256.600374  2.66E-20  2.66E-20
2256.610502  3.35E-20  3.35E-20
2256.620978  2.58E-20  2.58E-20
2256.631901  8.72E-20  8.72E-20
2256.640423  1.12E-19  1.12E-19
2256.649032  1.18E-19  1.18E-19
2256.662643  1.39E-20  1.39E-20
2256.70758  1.64E-20  1.64E-20
2256.771937  1.92E-20  1.92E-20
2256.781144  1.21E-19  1.21E-19
2256.788676  1.72E-19  1.72E-19
2256.79575  5.24E-20  5.24E-20
2256.803096  2.08E-20  2.08E-20
2256.813826  1.22E-19  1.22E-19
2256.828944  7.92E-20  7.92E-20
2256.866061  1.07E-20  1.07E-20
2256.882929  1.45E-20  1.45E-20
2256.903857  1.12E-20  1.12E-20
2256.939673  1.27E-20  1.27E-20
2256.976438  1.09E-20  1.09E-20
2256.999132  1.01E-19  1.01E-19
2257.009464  7.43E-20  7.43E-20
2257.023839  8.20E-20  8.20E-20
2257.056777  1.93E-20  1.93E-20
2257.07376  1.15E-20  1.15E-20
2257.129457  2.43E-20  2.43E-20
2257.138625  1.50E-19  1.50E-19
2257.145329  1.86E-19  1.86E-19
2257.150864  6.75E-20  6.75E-20
2257.157662  1.37E-20  1.37E-20
2257.1731  2.17E-20  2.17E-20
2257.191524  1.78E-20  1.78E-20
2257.204546  1.21E-19  1.21E-19
2257.215745  8.42E-20  8.42E-20
2257.241634  3.13E-20  3.13E-20
2257.265395  3.03E-20  3.03E-20
2257.287152  1.11E-20  1.11E-20
2257.313125  2.32E-20  2.32E-20
2257.329126  1.21E-20  1.21E-20
2257.358107  1.09E-20  1.09E-20
2257.387324  1.26E-20  1.26E-20
2257.413498  1.16E-20  1.16E-20
2257.423028  9.85E-20  9.85E-20
2257.431312  8.80E-20  8.80E-20
2257.438835  9.51E-20  9.51E-20
2257.451298  4.11E-20  4.11E-20
2257.499218  5.74E-20  5.74E-20
2257.51429  1.62E-19  1.62E-19
2257.523666  5.36E-20  5.36E-20
2257.56338  1.22E-20  1.22E-20
2257.610792  1.13E-20  1.13E-20
2257.647018  3.87E-20  3.87E-20
2257.668518  5.53E-20  5.53E-20
2257.677018  1.43E-19  1.43E-19
2257.685848  3.48E-20  3.48E-20
2257.697399  1.11E-20  1.11E-20
2257.722813  1.18E-20  1.18E-20
2257.755584  1.57E-20  1.57E-20
2257.783907  2.20E-20  2.20E-20
2257.805826  1.95E-20  1.95E-20
2257.829122  1.60E-20  1.60E-20
2257.843749  1.40E-20  1.40E-20
2257.870072  1.61E-20  1.61E-20
2257.882733  1.30E-20  1.30E-20
2257.89277  8.35E-20  8.35E-20
2257.902502  1.65E-19  1.65E-19
2257.909864  1.85E-19  1.85E-19
2257.916814  6.01E-20  6.01E-20
2257.923556  9.48E-20  9.48E-20
2257.932701  8.84E-20  8.84E-20
2257.961388  1.68E-20  1.68E-20
2257.983724  1.22E-20  1.22E-20
2257.997774  1.63E-20  1.63E-20
2258.042811  1.10E-20  1.10E-20
2258.158284  1.21E-20  1.21E-20
2258.169667  9.61E-20  9.61E-20
2258.178837  8.32E-20  8.32E-20
2258.190325  6.85E-20  6.85E-20
2258.218277  1.12E-20  1.12E-20
2258.251195  1.19E-20  1.19E-20
2258.2739  1.13E-20  1.13E-20
2258.285031  1.63E-20  1.63E-20
2258.292939  7.01E-20  7.01E-20
2258.298886  1.43E-19  1.43E-19
2258.306542  1.07E-19  1.07E-19
2258.332062  1.20E-20  1.20E-20
2258.38216  1.29E-20  1.29E-20
2258.40103  2.17E-20  2.17E-20
2258.422551  1.92E-20  1.92E-20
2258.444607  3.26E-20  3.26E-20
2258.453883  1.53E-19  1.53E-19
2258.461676  2.02E-20  2.02E-20
2258.471013  1.00E-19  1.00E-19
2258.486326  1.34E-20  1.34E-20
2258.506239  1.21E-20  1.21E-20
